ID;Deal ID;Contract number;Contract date;Contract expiration date;Duration of the agreement;Comment on contract
44ZFsV6G;2362;;;;98;
0jlbOE03;2363;;;;99;
v67q1cdj;2371;;2011-03-01;2061;50;Four concessions: 2011/2012/2013/2014. The initial lease is renewable for a term of 25 years.
ELvxE7v9;2385;;2009-08;;25;authorized for a period of 25 (twenty-five) years renewable for equal periods 200of 10 (ten) years under conditions to be set at each renewal period.
D0rtaxeC;2398;;2005-10-01;;99;
eu9r2BlL;2401;;2011;;99;
sgmHsrr8;3003;;;;49;
YjX7yXJg;3005;;2010-05-14;2060-05;50;Contract was signed between the company and  the Paramount chief of Bureh chiefdom ( Hon. Bai Bureh Sallu Lugbu II) representing the tribal authority of Bureh, Kasseh and Maconteh chiefdom as well as land owners. There is another lease agreement dated 22 April 2009 but I used the latest contract for 2010 as its possible that the previous one was surrendered/ammended. Lease with possible renewal every 21 years,option to renew for another 21 and then another seven years.
2LOPhPDS;3008;;2003-04;2033-04;30;
_z8IVD3a;3020;;;;50;
z9hHYVSK;3022;;2007-10-10;;50;Procana Contract
iurJ7OLS;3022;;2012;;50;MAI contract
9FtcvfWx;3029;;;;49;
BYHRJb6T;3030;;;;5;
QqjStzrd;3041;;2010;2060;50;
CHv-WJlx;3053;;;;9;
dLy1a-ue;3100;;1986-12-18;2085-12-17;99;Main estate
lSAnz9lW;3100;;1993-11-08;2062-11-07;69;Extension 1 for oil palm
mpoCLgpF;3100;;1999-12-07;2098-12-06;99;Extension 1 for rubber
LLajdkLr;3103;FJT-131;2006-12-05;;29;"This concession area entails a section of the Reserva Forestal Protectora Nacional ""Cuenca Ala del Río Mocoa"" and also with the Indigenous resguards of Kaméntsábiya de Sibundoy – Etnia Kamentsa, Inga de Condagua – Etnia Inga and Villa María de Anamú – Etnia Yanacona, all recognized by the government.

Source:

Catastro Minero: http://www.cmc.gov.co:8080/CmcFrontEnd/consulta/index.cmc"
zeRahCrB;3103;FJT-132;2007-04-19;;29;"Source:

Catastro Minero: http://www.cmc.gov.co:8080/CmcFrontEnd/consulta/index.cmc"
ap6hldap;3103;JAP-16141;2009-11-20;;29;"Source:

Catastro Minero: http://www.cmc.gov.co:8080/CmcFrontEnd/consulta/index.cmc"
ZyIMHjC_;3103;FJT-141;2006-11-28;;29;"Source:

Catastro Minero: http://www.cmc.gov.co:8080/CmcFrontEnd/consulta/index.cmc"
JUpvA09T;3103;FJT-142;2007-04-19;;29;"Source:

Catastro Minero: http://www.cmc.gov.co:8080/CmcFrontEnd/consulta/index.cmc"
XWnLEgB5;3103;JAP-16181;;;29;This concession permit has not yet been awarded.
4UxePRi2;3105;3452;1990-08-14;;36;"Size: 5244.85 hectares. For this and almost all the coming contracts, look at the search tool of the Catastro Minero in the Agencia Nacional Minera. This land title is the where the main camp is located. Known as Angostura

http://www.cmc.gov.co:8080/CmcFrontEnd/consulta/index.cmc"
TKzv59eJ;3105;101-68;2000-04-19;;19;Size: 5.67 hectares. Phase: Ended
TvZm7btx;3105;127-68;2000-04-19;;19;Size: 19. Phase: Extraction
PJMHoCOK;3105;6979;1990-07-17;;35;Size: 40 hectares. Phase: exploration, construction and extraction
z6bJp48W;3105;22346;1998-09-29;;30;Size: 1184.11 hectares. Phase: Exploration, construction and extraction
x1paj4E3;3105;300-68;;;;This contract is not found in the Catastro Minero, although it is mentioned by the company in Source 2
0ZC48u2q;3105;13921;1991-06-18;;22;Size: 78.62 hectares. Phase: Extraction
_9bVd8is;3105;AJ5-142;2006-10-26;;11;Size: 4061 hectares. Phase: Ended
y60rqTg-;3105;AJ5-143;2006-03-21;;10;Size: 3890 hectares. Phase: Ended
1f9ppCEG;3105;AJ5-144;2007-11-22;;8;Size: 4336 hectares. Phase: Ended
6Fo-X_ir;3105;EJ1-159;2006-06-10;;11;Size: 814.94 hectares. Phase: Ended
uQog8juo;3105;EJ1-163;2007-01-18;;10;SIze: 8424.65 hectares. Phase: Ended
pH7GJd-0;3105;EJ1-164;2007-03-15;;11;Size: 1439.34 hectares. Phase: Ended
lz1p3hPI;3105;343-54;;;;Contract does not appear in the Catastro Minero, although it is mentioned in source 2 by the company
KnM8jFjt;3107;;;;;See the Appendix of Source 14 for more details on the land transactions
ZeLvN0ps;3124;;;;99;
E7mrPsme;3128;;;;50;
_dTxLqhV;3129;;2006-01-31;;;
Yse1VP09;3132;;2004-10-01;;;
N0sVV66V;3156;;2007;;50;
vLNcIq9G;3161;;;;99;
fsulUS1E;3164;;2011;;99;
71_98PSH;3169;;2012-10-01;;70;
XtJh-DDy;3170;;;;30;
VTxLDthj;3175;;;;25;
2ELzhKkz;3176;;1985-01-01;2083-01-01;99;"""MBE landholdings are mainly State Agricultural Leases that were established by the former owners of MBE...Ownership has been legally transferred to MBE. These state leases expire in 2083. MBE has 99 lease-lease back (LLB) agreements with local landowners for approximately 6,000 ha of oil palm. """
Qui0h9Kl;3177;;;;99;The agreement for the lease – lease back for Portion 622 – this is a 99 year lease.
2E1m_bDU;3179;;2007-02-01;2047-02-01;40;
aLUJsmeU;3195;;;;14;
-XfgYbG6;3200;;2012;2015;3;3 year lease for the area signed in 2012.
tCCO2Yx4;3214;;2009;2034;25;Isangi Logging Concessions No. 091 and No. 034. Also known as 007/11 and 008/11.
UJarkL8S;3229;;;;90;
CfR6r_u-;3251;;2011-12-21;;;
8YMkVKq-;3281;5460;2007-11-21;;37;
AAIx_iRL;3284;1693;2009-04-16;;37;
KKx1EIla;3285;;2013-11-13;;;
RtgK9Dg7;3292;406;2005-12-13;;37;
lWjZywuT;3296;;2006-12-12;;;
NYeql5x_;3297;5681;2006-05-16;;;
_h8KmBpc;3341;;2004;2054;50;
eGF3tfZa;3342;;2005-10-12;2055;50;
5Jb0WQ-d;3351;;;;50;"This joint Thai-Chinese-Lao venture that has a fifty-year concession to explore and extract bauxite ore before refining it into alumna for export.
Source: Mekong Watch"
VbNCfT32;3353;23;;;;Special Mining Lease No 23 measuring 1,661 hectares is located within the Kwale Prospecting License PL/2018/0119
s8UPCdM0;3361;;;;99;
MLXJLVHL;3370;395/2009;2009-11-20;;;Location  Permit:  Licence  area  for  oil  palm plantations covering an area of 17,500 ha through the Regent Decree of Sanggau No: 395, 2009.Plantation  Operational  License (IUP)  through  the Regent  Decree  of  Sanggau  No.277  dated  7th  July 2010
ssaYFym9;3378;;;;50;
T0iiqMgI;3379;;2005-07-26;;50;
1RDcPrnm;3380;;;;50;
E_KwP_dN;3381;;;;50;
SbjDL7cW;3382;;;;50;
k3TDoYYr;3383;MPSA No. 285-2009-IVB;2009-07-22;2034-07-22;25;Registration of MPSA is still pending as of May 2021.
t3_um-Bp;3389;;2008;;50;Additional concessions signed in 2010 and 2012. The lease is renewable.
irK7nTtN;3391;;;;99;
NCqqhFgp;3398;;;;50;Two concessions with two different chiefs.
U767ig7R;3399;;;;50;
Ov5arKk7;3402;;;;;In 2014, Irregularities of the company PT Berkat Nabati Sawit (PT BNS) were - No NPP published, no proper review of time-bound plan by Certification Body, land clearing wit hout Plant at ion Business Permit / Ijin Usaha Perkebunan (IUP) and Locat ion Permit / Ijin Lokasi in 2009, fraudulent statement on activity on the ground issued to Provincial authority in 2009, no concession boundary filed in ACOP 2013-2014, encroachment in Manis Mata Production Forest (present), local media report report alleges encroachment outside IUP boundary (September 2014).
iTEZcMLh;3403;;2005;;50;50 year lease with option to renew for a further 21 years.
CWnBtvdA;3404;;2009-05-18;;;Date of allocation by the Ghana Forestry Commission for the first section of 5,002ha
87hovGq4;3404;;2012-11-21;;;Allocation date of Forestry Commission for second concession of 1,536ha
Y608RJrF;3405;MPSA No. 351-2011-VIII;2011-02-18;2036-02-18;25;Contract was cancelled by the DENR in 2017 due to violations committed by the mining company.
Ea47Dhza;3407;;2010-04-09;;70;
tk4wlT4t;3413;;2010-05-05;;70;
N3WBWD3U;3414;;2010-01-29;;70;
6S9IXGhM;3415;;2010-01-29;;70;
nmx97rpk;3416;;2010-01-29;;70;
sEjJoen7;3418;;2011-10-29;;70;
Xz30KQoX;3419;;2010-05-05;;70;
J2W7JQLJ;3420;;2010-01-29;;70;
fKbzEgsj;3421;;2011-06-15;;;
2SgOfjC3;3422;;2011-06-15;;;
O7kimcHD;3424;;2011-12-29;2061-12-29;50;2x21 years plus 7 years.
rAasp0JI;3425;;2011-09-30;2036-09-29;25;
3bnWbWQG;3427;;2011;2060;49;
iKE-k9lp;3429;No.30/2010;2010-09-27;;50;a 50-year lease (with an option to renew for a further 21 years)
56jmDeKC;3433;2012-448;2012-04-12;;50;DECRET n° 2012-448 du 12 avril 2012
PBZli2tS;3436;2010;;2109;99;However land contract revoked in 2011. 
ml1Di3Vz;3447;;2009-01;;25;PPA and concession agreement signed between BRP and GoL in January 2009
E6gVkEGd;3448;FMC-0003;2008-10-06;2033-10-05;25;
PgPRvhMe;3449;FMC-002;2008-10-06;2033-10-05;25;Another source claims the contract date was 2009-05-27
457ref41;3450;FMC-005;2009-09-17;2034-09-16;25;Also known as Forest Management Contract-K
M2jNiLhD;3451;FMC-007;2009-09-17;2034-09-16;25;
JmN3p5T1;3452;FMC-006;2009-09-17;2034-09-16;25;
4CHMIc8q;3454;;2010-07-21;;3;
OJvUSdcT;3455;TSC-0009;2010-07-21;2013-07-20;3;
or9CjUA_;3456;TSC-0006;2010-07-21;2013-07-20;3;
_kgGzoS8;3458;;1959-08-01;2029-07-31;70;
irGmXY14;3459;;2011-09-09;;50;The data shows that the contract date was made last September 09, 2011. The June 16, 2011 date was for the Sub-decree reclassifying land use.
x4srgPeA;3460;;1959;1929;70;"The Liberian Agricultural Company was established by Uniroyal in 1959 and it has a ratified Concession Agreement ceded to her by the Government of Liberia up to 2029;"
gmYBAJVV;3462;;2011-06-15;;;
a7nHDaDS;3463;;2011;2036;25;The Maryland Oil Palm Plantation is a 25-year concession agreement that was renegotiated out of the former Decoris Oil Plantation for the rehabilitation and development of an oil palm plantation and oil processing plant (20,000 acres/8,800 hectares) in Gedetabo, Maryland County.
Yu-IQsyo;3464;;2011-08-17;;50;
34trM9I2;3466;MPSA No. 349-2010-IX;2010-06-28;2035-06-28;25;Mining permit almost cancelled in 2017 because project is located on or near an identified watershed area.
He2Dxhal;3470;;2010-05-05;;70;
29Bi4xWZ;3472;;2011-01-06;;;
E6zf7EA7;3474;;2010-11-30;;;
qSIW6IkP;3475;;2010-01-29;;70;
KgFtqIc6;3476;;2011-08-17;;;
g6Wny8yg;3477;;2012-05-01;;5;
DogAcMxD;3478;;2011-03-14;;;
8zYdl6T9;3479;;2010-04-09;;70;As of May 3, 2016, the duration of the agreement in years was 50 years.
eLuK6oaG;3480;;2007-09;;60;GPGB owns a Plantation through a Concession to develop, manage and maintain 4,565 hectares (11,280 acres) of oil palm for a period of 60 years from Sept 2007 with an option to renew for another 30 years.
PLDdJIsH;3484;;2011-01-06;;;
9YlgUGPv;3487;;2009-07-09;;70;
uhPMvgIh;3488;;2009-07-23;;;
_drbgPZU;3489;subdecreeno32_24-02-2012;2012-02-24;;;
NZK2jbKN;3491;;2009-07-09;;70;
VGPFN7Zt;3495;;2010-01-29;;70;
ZU68KEFw;3497;No. 551.31 / 2311 / Disbun- C;2003-10-31;;30;
-bjarn-5;3497;HSL No. 143/HGU/BPN/97/A/106;;;;
DrP3QdJA;3498;;2011-11-23;;70;
Zi9bU4xk;3499;95/HGU/BPN RI/2010;;2046-02-17;;
Xzmk9DhO;3500;;2011-03-11;;;
4x5Z2NRm;3502;;2010-05-05;;70;
bKp93x5_;3503;;2011-01-08;;;
aoCQaPkL;3505;;2011-09-07;;99;
kom5dmvL;3506;81/hgu/bpnri/2005;2005-07-04;2040-09-24;;Expiration of lease (24-09-2040)
XoL1QDw1;3508;;2010-12-30;;;
8NfEJZrT;3509;18/menhut-ii/2009;2009-01-01;;60;
c1h0x5SK;3510;;2010-12-30;;;
lW-TAVs5;3515;;2011-06-14;;99;
7hiWnJEy;3518;;;;25;
EN0k2RRm;3520;;;;25;
8ze2L42R;3521;;2012-08-03;;70;
XCyp5_el;3522;;2012-08-03;;70;
wiFBXgpR;3524;;2012-08-03;;70;
zfSPbt-q;3525;;2011-07-06;;;
xaM5qMYX;3526;;2019-02-07;;70;No information
UQyelDYt;3527;;2011-10-05;;;
celOQyCs;3528;subdecreeno146_06-07-2011;2011-07-06;2081;70;years found on age 113 of Global Forestry Services
2r1b7IDx;3530;;2012-05-18;;99;
lfGEeVIF;3531;;2011-02-09;;;
eYoJiXbZ;3532;;2012-04-18;;90;
PcXQjJcW;3533;;2011-07-06;;;
NwCxOF1s;3534;;2011-07-06;;70;
HidpPbX0;3535;;2012-05-18;;;
oMNtBnYA;3538;;2010-09-02;2040-09-02;30;some data sources indicate the lease term is for 33 years
w4uH0C2J;3541;;;;30;
3Z2IwNAr;3551;;;;60;66,190.00 certified area for Sustainable Forest Management as per MALAYSIAN TIMBER CERTIFICATION COUNCIL
_tSmb0r1;3552;;;;5;
0Ftmm07O;3553;;2012-02-24;;;
V3vfzHzj;3554;;2011-05-30;;;
6yYVN-Hn;3558;213.460.42/bpn;2005-02-28;;;
SP-1Yytw;3559;;1997-03-02;;25;
AVpTcT9r;3560;IUP No. 525.26/418/VIII/ EK.SDA/2010;2010-08-01;;;IUP No. 525.26/418/VIII/ EK.SDA/2010, Agustus 2010, covers an area of11.803,95 ha
ayx4Q_Cs;3560;IUP  No. 525.26/272/VI/EK-SDA/2010;2010-06-01;;;IUP for Additional Area No.525.26/272/VI/EK-SDA/2010 covers an area 4.132,5 ha
2waGxUYE;3563;;2010-09-24;;99;Notice of Direct Grant says that the grant as a Special Agriculture and Business Lease to for instance, Tosigiba or to NEWIL is for 99 years but the land investigation report says that the customary landowners only are willing to free up their land for SABL purposes for only 25 years and not 99 years.
uzbmp4nu;3565;;2011-07-22;;99;
xZnCV7Oh;3566;;2010-01-08;;;
8v6pc0Ha;3567;SK Bupati  SintangNo.445;2008-06-01;;;
m67-7LQ0;3567;Bupati Sintang decree No.620/2011;2011-06-10;;;permission to undertake plantation activities for oil palm cultivation and palm oil processing unit on behalf PT Sinar Sawit Andalan (PT SSA), with total area of 14,038 ha for oil palm plantation located in Serawai and Ambalau subdistrict, Sintang district, West Kalimantan province with an agreed land allocation scheme of 70% for company (nucleus) and 30% for scheme smallholder (PLASMA), and processing unit capacity of 60 ton FFB/hour. This permit is effective since the issuance on 10 Jun 2011.
Zpx73xwA;3568;HGU 164/hgu/bpn ri/2014;2014;;;
OVWrlils;3568;03/HGU/BPN.91/2015;2015-09-10;2050-03-10;;PLASMA GARDEN PT SARIWANA ADI PERKASA to SARAKWARI AND KOROBA PLASMA PLANTATION COOPERATIVE
WlFSbFVW;3569;02/SK.IUP/KS/2014;2014-04-15;;;"The Papua Province Integrated Licensing and Investment Agency Issues
Renewal of Plantation Business Permit to PT. New Nabire covering an area of ​​17,000 Ha according to the Head's Decree
Papua Province Integrated Licensing and Investment Agency Number: 02/SK.IUP/KS/2014"
2Vcze90t;3569;Nomor 503/315/Tahun 2014;2014-08-28;;;"Governor of Papua Decree Number 503/315/2014 concerning Environmental Permits
Business Activities of Palm Oil Plantation and Processing Factory by PT. New Nabire In Yaur dan . District
Yaro District, Nabire District, Papua Province;"
-h5a0dNr;3569;159/HGU/BPN RI/2014;2014-10-24;;;"The Head of the National Land Agency of the Republic of Indonesia has granted the Hak Guna
Business Number: 159/HGU/BPN RI/2014 covering an area of ​​±11,610.32 Ha (Core) and Plasma covering an area of ​​±2,914.35 Ha"
puLVPL37;3569;;2015-01-13;;;"he Head of the Nabire Regency Land Agency gives a Cultivation Right Certificate
(HGU) for PT. New Nabire with the following details:
- Certificate No. 00004 covering an area of ​​306.09 Ha
- Certificate No. 00005 covering an area of ​​1700.62 Ha
- Certificate No. 00006 covering an area of ​​1,833.22 Ha
- Certificate No. 00007 covering an area of ​​5,595.92 Ha
- Certificate No. 00008 covering an area of ​​1,872.61 Ha
- Certificate No. 00009 covering an area of ​​301.86 Ha"
L5QnWZED;3569;No. 01/HGU/BPN.91/2015;2015-08-19;;;"The Head of the Regional Office of the Papua Province National Land Agency has
granting the Right to Cultivate No. 01/HGU/BPN.91/2015 An. Wate Tribe Indigenous Plantation Cooperative
Asiaina on land covering an area of ​​±872.72 Ha;
NIB.26.13.00.00.000017 covering an area of ​​176.35 Ha;
NIB.26.13.00.00.000018 covering an area of ​​172.80 Ha;
NIB.26.13.00.00.000019 covering an area of ​​171.52 Ha;
NIB.26.13.00.00.000020 covering an area of ​​176.59 Ha;
NIB.26.13.00.00.000021 covering an area of ​​175.46 Ha"
tJQ4nGF1;3569;No. 02/HGU/BPN.91/2015;2015-08-20;;;"The Head of the Regional Office of the Papua Province National Land Agency has
granting the Right to Cultivate No. 02/HGU/BPN.91/2015 An. Tribal Indigenous Community Plantation Cooperative
Waoha on land covering an area of ​​±1,548.28 Ha;
NIB.26.13.00.00.000014 covering an area of ​​57.52 Ha;
NIB.26.13.00.00.000022 covering an area of ​​183.06 Ha;
NIB.26.13.00.00.000023 covering an area of ​​189.16 Ha;
NIB.26.13.00.00.000024 covering an area of ​​186.21 Ha;
NIB.26.13.00.00.000025 covering an area of ​​185.23 Ha;
NIB.26.13.00.00.000026 covering an area of ​​184.00 Ha;
NIB.26.13.00.00.000027 covering an area of ​​168.39 Ha;
NIB.26.13.00.00.000028 covering an area of ​​197.57 Ha;
NIB.26.13.00.00.000029 covering an area of ​​197.14 Ha"
VQPR9ye-;3569;No. 04/HGU/BPN.91/2015;2015-08-24;;;"The Head of the Regional Office of the Papua Province National Land Agency has
granting the Right to Cultivate No. 04/HGU/BPN.91/2015 An. Tribal Indigenous Community Plantation Cooperative
Akaba on Land covering an area of ​​±493.35 Ha with the following details;
NIB.26.13.00.00.000030 covering an area of ​​164.89 Ha;
NIB.26.13.00.00.000030 covering an area of ​​158.88 Ha;
NIB.26.13.00.00.000030 covering an area of ​​169.58 Ha"
XZxoGsnL;3570;;2010-01-29;;;
umiJlSnl;3571;;2010-01-29;;50;
Xn2fUYIl;3572;sk 624/menhut-vi/2009;2009-01-01;;;
txbmeULZ;3572;SK -648 / Men - HUT - II / 2011;2011-11-11;;;
6ubeodDV;3575;107/PEM/2005;2005-04-27;;;The location permit (Izin Lokasi) for PT SISM was approved by Regent Decree of Ketapang No: 107/PEM/2005 dated 27th April 2005. The Plantation Operational Permit (Izin Usaha Perkebunan/IUP) was approved by Regent of Ketapang No.551.31/0633/ Disbun-C/2005 dated 1st April 2005.
e2tZIGvA;3581;;;;;The lease of Cahaya Pelita Andhaka runs to 2029, when it should be renewable for between a further 25 and 55 years.
t5az5YK4;3582;150/HGU/BPN RI/2014 ;2015-01-13;2049-10-14;34;This concession permit is a usufructuary permit that is valid for 34 years.
kXTGKl6M;3583;30/HGU/BPN.19/2018;2018-10-18;2053-05-27;;Agreement From ATR/BPN Republic Indonesia
5MhusJi_;3586;;2006-12-27;2105-12-27;99;with option to extend to another 99 years once the initial 99 years has lapsed
KCEjcguf;3587;;;;99;
H6DoJEst;3590;;2006-07-20;;99;
8ofuYCeH;3591;;2006-09-22;;50;
lqj21OBs;3592;;2007-02-15;;99;
-Iq4AIQE;3594;;2007-02-19;;99;SABL recommended for revocation in 2014
9EFfJh1R;3597;;;;;The license for a company engaged in oil palm plantations is only valid for three years, starting from 2008 to 2011. So, this year the company has had to extend the permit because it has entered the third year since the issuance of the permit. (July 2011)
