ID;Deal ID;Spatial accuracy level;Location;Point;Facility name;Location description;Comment on location
tlrzQQ7N;191;Administrative region;Sanggau Regency, West Kalimantan, Indonesia;0.14001,110.52155;;;Kembayan, Sanggau, West Kalimantan and Kedukul, Sanggau, West Kalimantan.
SDnvdnGB;192;Coordinates;Belitung, Republik Indonesien;-2.6631,107.9603;PT Steelindo Wahana Perkasa / PT Parit Sembada;;Belitung
mFFajXFK;192;Coordinates;Riau, Republik Indonesien;0.3719,102.1437;PT Adei Crumb Rubber / PT Steelindo Wahana Perkasa;;
q5rI-khY;192;Coordinates;Berau (BEJ), Republik Indonesien;2.243,117.131;PT Malindo Mas Perkebunan / PT Hutan Hijau Mas / PT Satu Sembilan Delapan / PT Tekukur Indah;;
c-v_h37v;192;Administrative region;Langkat Regency, Republik Indonesien;3.682,98.323;PT Langkat Nusantara Kepong;;
enxY7BVs;192;Administrative region;Kalimantan Tengah, Republik Indonesien;-1.4387,112.6934;PT Karya Makmur Abadi;;
E6Ve_AfJ;194;Exact location;Bunta, Petasia, Morowali Regency, Zentral-Sulawesi, Indonesien;-2.063,121.476;;;
pvlOm5FM;195;Coordinates;Sorong, Republik Indonesien;-1.0645,131.5207;;;
qLUcKGMP;196;Administrative region;North Sumatra, Indonesia;2.11535,99.5451;;;
pcOAWFrh;196;Administrative region;Jambi, Indonesia;-1.48518,102.43806;;;
qwdR3cPs;196;Administrative region;West Sumatra, Indonesia;-0.73994,100.80001;;;
JUUcnVbS;196;Administrative region;Lampung, Indonesia;-4.55858,105.40681;;;
LvOm9bZr;196;Administrative region;Bengkulu, Indonesia;-3.57785,102.34639;;;
lqJ0aGaJ;202;Administrative region;Alaköl-See, Kasachstan;46.13997,81.72754;;;Alakol
e2pIFtnw;203;Country;Kasachstan;48.01957,66.92368;;;
oEIf7GHr;206;Administrative region;Almaty, Kazakhstan;43.22201,76.85125;;;
K_MW5LWS;207;Country;Kasachstan;48.01957,66.92368;;;
fbSb60qm;211;Administrative region;Erbil, Iraq;36.20629,44.00887;;;Arbil Governorate.
zRj9X_eg;212;Administrative region;Erbil, Iraq;36.20629,44.00887;;;Arbil Governorate
0q85ZC_E;213;Administrative region;Kurdistan Region, Iraq;36.41034,44.3872;;;
70JmMJqQ;213;Administrative region;Al Khor, Qatar;25.68041,51.49685;Widam Slaughterhouse Al-khor;;"Widam Food Company Previously (Mawashi) was established in 2004 to Trade in livestock, meat and animal feeds in addition to meat derivatives and animal Skin – Tannery and the management of the slaughtering houses in the state of Qatar. (https://www.arabstoday.net/en/85/widam-food-company-reports-qr622m-net-profit-in-2014)

The Company’s main activities are the whole sale of livestock (slaughtered and unslaughtered)  which  are  only  carried  out  in  the  State  of  Qatar. (https://www.qe.com.qa/documents/20181/c5adc49d-08f4-6095-6565-0c28865d0d95)"
YCVPmx7g;214;Country;Iraq;36.20629,44.00887;;;
9f7vNBQR;215;Country;Iraq;33.22319,43.67929;;;
oWSGPcfu;216;Exact location;Xaisomboun Province, Laos;18.91811,102.98961;;;"Spatial data derived from the Mapathon 2020.

 Phu Bia Mining Limited operates the Phu Kham Copper-Gold Operation, an open-pit copper-gold mine, in Anouvong district, Xaisomboun Province (https://bit.ly/3Lcg90O)"
cLMQjJWj;217;Country;Laos;19.85627,102.4955;;;"Xayboury and Phalanxay Districts, Savannakhet
Champasak District, Champasak
"
18oJi6QW;218;Administrative region;Xaisomboun Province, Laos;18.91811,102.98961;;"Vientiane Province 

Xaisomboun Province
";Vientiane Province
kAi_Q5UT;219;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
URoigBOn;220;Administrative region;Vientiane, Laos;18.57051,102.62162;;;" MSI BK Limited has provided funding of US$2 million to the Lao Arrowny Corporation to encourage farmers in Xekong province to grow commercial crops for export to Japan.
Source: https://en.vietstock.vn/2013/07/japanese-company-supports-commercial-cultivation-in-xekong-71-153110.htm "
KhaypjQ0;222;Administrative region;Vientiane, Laos;17.96277,102.61443;;;Vientiane Province
On8-_Wby;224;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
5CoPXuf2;227;Administrative region;Muang Sanakham;17.98055,101.62698;;;Sanakham District, Vientiane, 13 km west of Sanakham city
nUby3BGp;228;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
fzf3Stcw;229;Country;Laos;19.85627,102.4955;;;
oNa7o5vs;230;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
TfoNQ2Ns;233;Approximate location;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
DUIh4kBS;234;Exact location;Attapeu, Laos;14.8007,107.05435;;;source of location: Global Witness  2013 P. 22
oPoLNvVP;235;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
IE9BEhHh;236;Administrative region;Muang Sing, Laos;21.18819,101.15041;;;Sing, Long, Namtha, Viengphukha districts
LFelLu0X;237;Administrative region;Vientiane, Laos;17.96277,102.61443;;;Vientiane Capital
y2CJ_fYf;238;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
Tu04XVG_;239;Approximate location;Bolikhamsai, Laos;18.43629,104.47233;;;
UuprmrEm;240;Approximate location;Savannakhet, Laos;16.56066,104.747;;;
8w-U6wAa;241;Approximate location;Champasak, Laos;14.65787,105.96999;;;
mbK5UIWe;251;Administrative region;Bachieng District, Champasak Province;15.24908,105.93498;;;"Bachieng District, Champasak Province
Coordinates: 15.249077, 105.934982"
oDP9hJ8F;252;Administrative region;Attapeu, Laos;14.81937,106.82078;;Samackhixay and Saysettha district, ;Vientiane Province
iPqX-UNE;253;Country;Laos;19.85627,102.4955;;;
oF19VcrZ;254;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
-4KpUjIh;255;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
PzWBAE7B;256;Exact location;Savannakhet, Laos;16.57205,104.76868;;Vilabouly District;40 km north of Sepon
KgkzSjrg;257;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
q1kr1Sbz;258;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
0CNKVf45;260;Administrative region;Vientiane Province;18.57051,102.62162;;;Vientiane Province
3V5MiiB2;261;Administrative region;Vientiane, Laos;18.57051,102.62162;;;
vqedV0H6;261;Administrative region;Savannakhet, Laos;16.56066,104.747;;;
BpALmfKO;261;Administrative region;Khammouane, Laos;17.63841,105.21948;;;
6NyLZEeA;261;Administrative region;Salavan, Laos;15.71667,106.41667;;;
jky71-Cw;261;Exact location;Bolikhamxay Province Health Department, Paksan, Laos;18.40908,103.64441;;;This location is mentioned in the company website
j8Mjxzxy;266;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
S1EAVs0m;268;Administrative region;Savannakhet, Laos;16.50654,105.59434;;;"In three districts of Savannakhet province: Xayburi, Champhone and Outumphone districts
Source: FAO"
Wa1A0soT;269;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
49XiYCQ_;270;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
97ShwnrA;272;Administrative region;Khammuan, Laos;17.63841,105.21948;;;
N02rtVO3;272;Administrative region;Bolikhamsai, Laos;18.43629,104.47233;;;
mfRGdv8r;273;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
s0x0zmXU;274;Administrative region;Muang Pakxong, Paksong, Laos;15.17964,106.2379;;;
QFBUaN8g;275;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
6C3ODSnZ;276;Administrative region;Muang Mai, Laos;21.17305,102.72213;;;Phongsaly province, Muang Mai district
ZLthEzdt;277;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
1cyfO2K7;278;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
U_R4eIog;279;Coordinates;Champasak, Laos;15.19276,105.92238;;Bachiangchaleunsouk and Sanasomboun districts of Champassak Province;"The plantations is closed to Dong Hua Sao National Protected Area 
"
63ChcrBk;282;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
l3-HV5OT;285;Country;Laos;19.85627,102.4955;;;
iuHETy3k;288;Administrative region;Vientiane, Laos;18.57051,102.62162;;;
V7hAoEOn;290;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
iAZ2h5wv;291;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
mbDHp-CG;296;Administrative region;Luang Namtha, Laos;20.95,101.4;;;
CdxrS720;296;Administrative region;Oudomxay, Laos;20.49219,101.88917;;;
-Gq42ff8;296;Administrative region;Bokeo, Laos;20.28727,100.70979;;;
77l7zFSh;296;Administrative region;Sainyabuli, Laos;19.39079,101.52481;;;
D5lUeAZw;297;Administrative region;Champasak, Laos;14.65787,105.96999;;;Champasak province, Laos
Lpo76CnZ;297;Approximate location;Saravan, Laos;15.71657,106.41409;;;Saravan province, Laos
TlFLu27p;305;Administrative region;Sabah, Malaysia;5.4204,116.79678;;;
9_c9JSEI;306;Country;Malaysia;4.21048,101.97577;;;
U41VV2U_;306;Coordinates;;2.91192,102.77981;;;
DpDuk9_k;307;Administrative region;Sabah, Malaysia;5.4204,116.79678;;;
SPxNAAMK;308;Country;Malaysia;4.21048,101.97577;;;
WJ6IwFs3;310;Administrative region;Sarawak, Malaysia;2.55743,113.0012;;;Bayu, Belian, Chartquest, Damai, Derawan, Dulang, Kelida, Lavang, Paroh, Pekaka, Rajawali, Rasan, Ruai, Sahua, Samudera, Semarak, Takau
7FazYxuf;311;Approximate location;Sungai Besi, 43000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia;3.05775,101.72391;;;Deal is located in the town of Sungai Besi
pgPwlNXG;313;Administrative region;Baram, Sarawak, Malaysia;1.36447,111.54874;;;4,960 ha in Sejap Estate, Baram and 4,038 ha in Tegai Estata, Baram
zq9AwJgA;316;Administrative region;Tanjung Manis, Belawai, Sarawak, Malaysia;2.17702,111.20146;;;
IqiXcYVI;318;Exact location;Bakun, Nanga Merit, Sarawak, Malaysia;2.75639,114.06306;;;35 km from Belaga
7ijCQKc8;319;Administrative region;Kapit, Sarawak, Malaysia;1.90978,113.6356;;;Merrirai Balui Forest Plantation, Guanaco Maujaya Forest Plantation and Bahau Linau Forest Plantation
L3V7oPkH;320;Coordinates;Sarawak, Malaysia;2.7605,114.48697;;;"Estate Location: LPF0018, Belaga, Kapit, Sarawak
long/lat		114.486972, 2.7605
(Malaysian Sustainable Palm Oil Certificate No.DMC MSPO 0064 dated 22Jan2020)
(https://www.shinyang.com.my/products-services/oil-palm-plantation.html)"
zIyGEdsp;323;Administrative region;Pahang, Malaysia;3.97434,102.43806;;;
rvFt-2cB;323;Administrative region;Johor, Malaysia;1.9344,103.35873;;;
WjKxJjuf;323;Administrative region;Negeri Sembilan, Malaysia;2.87075,102.25479;;;
VsP4uFTD;323;Administrative region;Terengganu, Malaysia;5.09363,102.98961;;;
6zOrSHV0;323;Administrative region;Sabah, Malaysia;5.4204,116.79678;;;
d-RGjXaV;323;Administrative region;Sarawak, Malaysia;2.55743,113.0012;;;
J-WX0Wjo;324;Administrative region;Sarawak, Malaysia;2.55743,113.0012;;;
TnwIzpz_;324;Administrative region;Sabah, Malaysia;5.4204,116.79678;;;
loKex3Dr;324;Administrative region;Terengganu, Malaysia;5.09363,102.98961;;;
VMev1Yah;324;Administrative region;Kelantan, Malaysia;5.11515,101.88917;;;
2W_Mh2G5;324;Administrative region;Kedah, Malaysia;5.88322,100.52961;;;
B37AtqrX;324;Administrative region;Johor, Malaysia;1.9344,103.35873;;;
hd-Tw6aI;325;Administrative region;Miri, Sarawak, Malaysia;4.39949,113.99138;;;"1. Teraja Land District, Miri
2. Lambir Land District, Miri
3. Sawai Land District, Miri"
8hnTt6Do;325;Administrative region;Sibu, Sarawak, Malaysia;2.28728,111.83053;;;Kabang and Lassa Land District, Sibu
tQJ0Mtxe;325;Administrative region;Bintulu, Sarawak, Malaysia;3.17132,113.04191;;;Jelalong Land District, Bintulu
oK8ruj-h;326;Administrative region;Belaga, Sarawak, Malaysia;3.20028,113.93471;;;
qqESNCBQ;327;Administrative region;Lahad Datu, Sabah, Malaysia;5.04885,118.35931;;;
WHr1THe2;327;Administrative region;Belaga, Sarawak, Malaysia;2.65892,114.20839;;;
IhJ91270;327;Administrative region;Sungai Lana, Tatau, Sarawak, Malaysia;2.69945,113.10863;;;
crMvhbNE;327;Administrative region;Sungai Jelalong, Sarawak, Malaysia;3.32568,113.81572;;;
1evjtrgl;328;Administrative region;Sarawak, Malaysia;2.55743,113.0012;;;
CNS1RmLh;329;Country;Sarawak, Malaysia;1.55328,110.35921;;;
hWzoRb-a;330;Administrative region;Sarawak, Malaysia;1.55328,110.35921;;;
eUiZXJOK;330;Administrative region;Sabah, Malaysia;5.97884,116.07532;;;
ND5m-YMN;330;Administrative region;Johor, Malaysia;1.48537,103.76182;;;
_pzFOAf1;330;Administrative region;Selangor, Malaysia;3.07384,101.51835;;;
tjmjRATy;330;Administrative region;Pahang, Malaysia;3.81263,103.32562;;;
u4bIFNms;330;Administrative region;Terengganu, Malaysia;5.31169,103.13242;;;
m25KS3zJ;330;Administrative region;Kelantan, Malaysia;6.1254,102.23807;;;
BnxJh4Q1;330;Administrative region;Kedah, Malaysia;6.1184,100.36846;;;
gKIqd10A;330;Administrative region;Perak, Malaysia;4.59211,101.09011;;;
Gcpy7y4P;331;Coordinates;Sarawak , Bintulu;3.20633,113.23608;;;"Sarawak , Bintulu
Coordinates: 3.206333, 113.236084"
JYlfBAJ2;333;Country;Malaysia;4.21048,101.97577;;;
SiG5bm2r;334;Administrative region;Sabah, Malaysia;5.4204,116.79678;;;
A2Vj2jN8;334;Administrative region;Penang, Malaysia;5.26323,100.48462;;;
6ZHaJ7vb;334;Administrative region;Sarawak, Malaysia;2.55743,113.0012;;;
theL_rNv;334;Administrative region;Johor, Malaysia;1.9344,103.35873;;;
4qGIeaQ6;334;Administrative region;Malacca, Melaka, Malaysia;2.20568,102.25616;;;
HJDJffXx;334;Administrative region;Negeri Sembilan, Malaysia;2.87075,102.25479;;;
hIQyFFHR;334;Administrative region;Pahang, Malaysia;3.97434,102.43806;;;
yo8l-bNy;334;Administrative region;Perak, Malaysia;4.80729,100.80001;;;
WJ2JmZFb;334;Administrative region;Selangor, Malaysia;3.50925,101.52481;;;
jr0qbARC;334;Administrative region;Kelantan, Malaysia;5.11515,101.88917;;;
UG1Szvll;334;Administrative region;Kedah, Malaysia;5.88322,100.52961;;;
h06qEAEL;334;Administrative region;Perlis, Malaysia;6.51702,100.21516;;;
cvfCkxir;335;Administrative region;Danum Valley Conservation Area, Lahad Datu, Sabah, Malaysia;4.96537,117.69042;;;
IB4VDxEd;336;Administrative region;Perak, Malaysia;4.80729,100.80001;;;see http://www.klk.com.my/business/plantations/estates-others/#1
JBu2HFhG;336;Administrative region;Sabah, Malaysia;5.4204,116.79678;;;
JGfRf2lC;336;Administrative region;Negeri Sembilan, Malaysia;2.87075,102.25479;;;
hWw4Ra3o;336;Administrative region;Johor, Malaysia;1.9344,103.35873;;;
hVOkvig9;336;Administrative region;Kedah, Malaysia;5.88322,100.52961;;;
tbw06qlw;336;Administrative region;Selangor, Malaysia;3.50925,101.52481;;;
nVHHru8d;336;Administrative region;Pahang, Malaysia;3.97434,102.43806;;;
0sSQZff1;336;Administrative region;Kelantan, Malaysia;5.11515,101.88917;;;
j3UW1U1x;337;Administrative region;Segamat District, Johor, Malaysia;2.51052,102.83986;;;
WWpugPQm;337;Administrative region;Kahang, Johor, Malaysia;2.30866,103.66719;;;
wEbzAhXD;337;Administrative region;81900 Kota Tinggi, Johor, Malaysia;1.73287,103.90141;;;
BqHnHhxM;337;Administrative region;Johor Bahru, Johor, Malaysia;1.46343,103.75471;;;
d8FRHKn9;337;Administrative region;81000 Kulai, Johor, Malaysia;1.65182,103.60368;;;
8-rqy2t2;337;Administrative region;Jalan Sri Plentong 3, Taman Perindustrian Sri Plentong, 81750 Masai, Johor, Malaysia;1.51686,103.82878;;;
4m7f_x2h;337;Administrative region;Sungai Tiram, Perak, Malaysia;4.10389,100.75;;;
l0usP0Ip;348;Country;Myanmar;15.802,95.28716;;;
JFB0z1A8;350;Country;Myanmar;21.91397,95.95622;;;
KHEpf1Hp;352;Administrative region;Kayin State, Myanmar (Burma);16.94593,97.95929;;;
aYAq630H;354;Administrative region;Siraha, Nepal;26.7957,86.2971;;;
8dmIt4cc;355;Approximate location;Mīrpur Khās, Pakistan;25.51799,69.01267;;;
7vltuYyi;360;Country;Pakistan;30.37532,69.34512;;;
1wK2GDAT;365;Administrative region;Mirani Guarm, Kech, Balochistan, Pakistan;25.96152,62.72651;;;"Beluchistan Province, Mirani Dam
Coordinates: 25.961523, 62.72651"
OpYtuTmM;369;Administrative region;Belutschistan, Pakistan;28.49073,65.09578;;;Beluschistan Province
AvCTeBrk;378;Administrative region;Thar;27.70654,72.17642;;;Tharkarpar
CTmoR5tU;378;Administrative region;Cholistan, Pakistan;;;;
pKdvI_Pi;378;Administrative region;Umarkot, Pakistan;25.36144,69.74359;;;
YRCnWbiR;378;Administrative region;Khairpur, Pakistan;27.52995,68.75814;;;
NRfypjS0;378;Administrative region;Sanghar District, Pakistan;25.85768,69.47845;;;
ldirqqOK;379;Country;Pakistan;30.37532,69.34512;;;
zVVostTI;381;Approximate location;Thar desert;27.70168,72.15444;;;Tharparkar, Sindh
PDViioNr;383;Administrative region;Sukkur, Pakistan;27.6908,68.84859;;;one plant and the company's own dairy farm are located in Sukkur
DwTAsq71;383;Administrative region;Sāhīwal, Pakistan;30.6644,73.1083;;;location of the company's other plant
6gI2bdww;388;Country;Pakistan;30.37532,69.34512;;;the land will be divided among the four provinces
6N7_tsnN;390;Country;Pakistan;30.37532,69.34512;;;
nH5lQDu7;399;Administrative region;Mindanao, Philippines;8.49613,123.30341;;;
3j-cgCbM;404;Administrative region;Davao del Norte, Philippines;7.56177,125.65328;;;
lTcFqhIn;404;Administrative region;Sarangani, Philippines;5.92672,124.99475;;;
m8oS2zHR;412;Coordinates;Zamboanga del Norte, Siocon;7.73326,122.27846;;;"Zamboanga del Norte, near Siocon; 
Area in operation detected on satellite image on google maps/openstreet map: Google satellite image source: CNES/Airbus, DigitalGlobe, Landsat/ Copernicus, Kartendaten 2019; Date of digitalizing: 2019/01/31"
Mr7rydQh;413;Country;Philippines;12.87972,121.77402;;;
wzHD_NbR;416;Administrative region;Isabela, Philippines;16.97538,121.81071;;;
2IkeKv7c;418;Administrative region;Mawaque, Mabalacat, Pampanga, Philippines;15.22287,120.57444;;;
fh00jmoT;426;Country;Philippines;12.87972,121.77402;;;
